"X","filename","dyadNumber","condition","game","trial","target","choice","correct","trialStart","trialEnd","trialValue","startOfNextTrial","signallingPlayer","role","turnNumber","turnType","turnStart","turnEnd","turnLength","modality","signalStart","signalEnd","signalLength","signalType","trialString","modalityCondition","playerId","itemId","turnString","trialLength","T1.propAc","T2.propAc","T3Plus.propAc","T4Plus.propAc","Director.propAc","Matcher.propAc"
964,"D15_TT_Coded.eaf","D15","Visual",2,8,2,2,TRUE,539603,543755,"Ga2 Tu8 Ta2 {5 1 *2*} Ch2",544425,1,"Director",1,"T1",539607,543404,3797,"Visual",539607,543404,3797,"X","Visual D15 2 8","multi","D15 1","Visual 2","Visual multi D15 539607 543404",4148,0,NA,NA,0,0,NA
965,"D15_TT_Coded.eaf","D15","Visual",2,9,6,6,TRUE,544425,548161,"Ga2 Tu9 Ta6 {*6* 7 8} Ch6",549547,2,"Director",1,"T1",544822,548228,3406,"Visual",544822,548228,3406,"X","Visual D15 2 9","multi","D15 2","Visual 6","Visual multi D15 544822 548228",3339,0,NA,NA,0,0,NA
966,"D15_TT_Coded.eaf","D15","Visual",2,10,5,6,FALSE,549547,555394,"Ga2 Tu10 Ta5 {7 5 *6*} Ch6",556977,1,"Director",1,"T1",550418,555824,5406,"Visual",550418,555824,5406,"X","Visual D15 2 10","multi","D15 1","Visual 5","Visual multi D15 550418 555824",4976,0,NA,NA,0,0,NA
967,"D15_TT_Coded.eaf","D15","Visual",2,11,4,4,TRUE,556977,560240,"Ga2 Tu11 Ta4 {*4* 7 1} Ch4",560979,2,"Director",1,"T1",556823,559823,3000,"Visual",556823,559823,3000,"X","Visual D15 2 11","multi","D15 2","Visual 4","Visual multi D15 556823 559823",3417,0,NA,NA,0,0,NA
968,"D15_TT_Coded.eaf","D15","Visual",2,12,1,1,TRUE,560979,564946,"Ga2 Tu12 Ta1 {*1* 7 2} Ch1",565008,1,"Director",1,"T1",561621,563824,2203,"Visual",561621,563824,2203,"X","Visual D15 2 12","multi","D15 1","Visual 1","Visual multi D15 561621 563824",3325,0,NA,NA,0,0,NA
969,"D15_TT_Coded.eaf","D15","Visual",2,13,5,5,TRUE,565008,569632,"Ga2 Tu13 Ta5 {2 3 *5*} Ch5",571129,2,"Director",1,"T1",565810,569229,3419,"Visual",565810,569229,3419,"X","Visual D15 2 13","multi","D15 2","Visual 5","Visual multi D15 565810 569229",3822,0,NA,NA,0,0,NA
970,"D15_TT_Coded.eaf","D15","Visual",2,14,7,7,TRUE,571129,578937,"Ga2 Tu14 Ta7 {*7* 2 3} Ch7",579256,1,"Director",1,"T1",570810,575431,4621,"Visual",570810,575431,4621,"X","Visual D15 2 14","multi","D15 1","Visual 7","Visual multi D15 570810 575431",8127,0,NA,NA,0,0,NA
971,"D15_TT_Coded.eaf","D15","Visual",2,15,1,1,TRUE,579256,582975,"Ga2 Tu15 Ta1 {6 4 *1*} Ch1",587273,2,"Director",1,"T1",580215,583026,2811,"Visual",580215,583026,2811,"X","Visual D15 2 15","multi","D15 2","Visual 1","Visual multi D15 580215 583026",2760,0,NA,NA,0,0,NA
972,"D15_TT_Coded.eaf","D15","Visual",3,0,2,2,TRUE,587273,590833,"Ga3 Tu0 Ta2 {5 1 *2*} Ch2",590600,1,"Director",1,"T1",587012,589445,2433,"Visual",587012,589445,2433,"X","Visual D15 3 0","multi","D15 1","Visual 2","Visual multi D15 587012 589445",3821,0,NA,NA,0,0,NA
973,"D15_TT_Coded.eaf","D15","Visual",3,1,3,3,TRUE,590600,594704,"Ga3 Tu1 Ta3 {8 *3* 4} Ch3",595697,2,"Director",1,"T1",591769,593634,1865,"Visual",591769,593634,1865,"X","Visual D15 3 1","multi","D15 2","Visual 3","Visual multi D15 591769 593634",2935,0,NA,NA,0,0,NA
974,"D15_TT_Coded.eaf","D15","Visual",3,2,7,7,TRUE,595697,605840,"Ga3 Tu2 Ta7 {*7* 2 3} Ch7",606838,1,"Director",1,"T1",595823,600823,5000,"Visual",595823,600823,5000,"X","Visual D15 3 2","multi","D15 1","Visual 7","Visual multi D15 595823 600823",10017,0,NA,NA,0,0,NA
975,"D15_TT_Coded.eaf","D15","Visual",3,3,1,1,TRUE,606838,610310,"Ga3 Tu3 Ta1 {6 4 *1*} Ch1",611992,2,"Director",1,"T1",607012,610823,3811,"Visual",607012,610823,3811,"X","Visual D15 3 3","multi","D15 2","Visual 1","Visual multi D15 607012 610823",3298,0,NA,NA,0,0,NA
976,"D15_TT_Coded.eaf","D15","Visual",3,4,5,7,FALSE,611992,621336,"Ga3 Tu4 Ta5 {*7* 5 6} Ch7",621638,1,"Director",1,"T1",611607,618039,6432,"Visual",611607,618039,6432,"X","Visual D15 3 4","multi","D15 1","Visual 5","Visual multi D15 611607 618039",9729,0,NA,NA,0,0,NA
977,"D15_TT_Coded.eaf","D15","Visual",3,5,4,4,TRUE,621638,625646,"Ga3 Tu5 Ta4 {*4* 7 1} Ch4",627127,2,"Director",1,"T1",622229,625229,3000,"Visual",622229,625229,3000,"X","Visual D15 3 5","multi","D15 2","Visual 4","Visual multi D15 622229 625229",3417,0,NA,NA,0,0,NA
978,"D15_TT_Coded.eaf","D15","Visual",3,6,3,3,TRUE,627127,630392,"Ga3 Tu6 Ta3 {4 5 *3*} Ch3",630653,1,"Director",1,"T1",627012,628431,1419,"Visual",627012,628431,1419,"X","Visual D15 3 6","multi","D15 1","Visual 3","Visual multi D15 627012 628431",3380,0,NA,NA,0,0,NA
979,"D15_TT_Coded.eaf","D15","Visual",3,7,8,8,TRUE,630653,638100,"Ga3 Tu7 Ta8 {5 *8* 3} Ch8",639015,2,"Director",1,"T1",631621,637824,6203,"Visual",631621,637824,6203,"X","Visual D15 3 7","multi","D15 2","Visual 8","Visual multi D15 631621 637824",6479,0,NA,NA,0,0,NA
980,"D15_TT_Coded.eaf","D15","Visual",3,8,6,6,TRUE,639015,643087,"Ga3 Tu8 Ta6 {2 *6* 8} Ch6",645157,1,"Director",1,"T1",639580,644432,4852,"Visual",639580,644432,4852,"X","Visual D15 3 8","multi","D15 1","Visual 6","Visual multi D15 639580 644432",3507,0,NA,NA,0,0,NA
981,"D15_TT_Coded.eaf","D15","Visual",3,10,4,4,TRUE,651926,657550,"Ga3 Tu10 Ta4 {6 5 *4*} Ch4",658948,1,"Director",1,"T1",653404,657445,4041,"Visual",653404,657445,4041,"X","Visual D15 3 10","multi","D15 1","Visual 4","Visual multi D15 653404 657445",4146,0,NA,NA,0,0,NA
982,"D15_TT_Coded.eaf","D15","Visual",3,11,7,7,TRUE,658948,672924,"Ga3 Tu11 Ta7 {8 *7* 3} Ch7",674126,2,"Director",1,"T1",658620,670242,11622,"Visual",658621,663418,4797,"X","Visual D15 3 11","multi","D15 2","Visual 7","Visual multi D15 658620 670242",14304,0,NA,NA,0,0,NA
984,"D15_TT_Coded.eaf","D15","Visual",3,12,8,8,TRUE,674126,683181,"Ga3 Tu12 Ta8 {1 *8* 6} Ch8",684259,1,"Director",1,"T1",674391,683040,8649,"Visual",674404,678823,4419,"X","Visual D15 3 12","multi","D15 1","Visual 8","Visual multi D15 674391 683040",8790,0,NA,NA,0,0,NA
986,"D15_TT_Coded.eaf","D15","Visual",3,13,6,6,TRUE,684259,688459,"Ga3 Tu13 Ta6 {*6* 7 8} Ch6",690245,2,"Director",1,"T1",684432,689026,4594,"Visual",684432,689026,4594,"X","Visual D15 3 13","multi","D15 2","Visual 6","Visual multi D15 684432 689026",4027,0,NA,NA,0,0,NA
987,"D15_TT_Coded.eaf","D15","Visual",3,14,1,1,TRUE,690245,692726,"Ga3 Tu14 Ta1 {*1* 7 2} Ch1",693603,1,"Director",1,"T1",690012,692404,2392,"Visual",690012,692404,2392,"X","Visual D15 3 14","multi","D15 1","Visual 1","Visual multi D15 690012 692404",2714,0,NA,NA,0,0,NA
988,"D15_TT_Coded.eaf","D15","Visual",3,15,5,5,TRUE,693603,697019,"Ga3 Tu15 Ta5 {2 3 *5*} Ch5",697019,2,"Director",1,"T1",693634,697620,3986,"Visual",693634,697620,3986,"X","Visual D15 3 15","multi","D15 2","Visual 5","Visual multi D15 693634 697620",3385,0,NA,NA,0,0,NA
989,"D15_TT_Coded.eaf","D15","Auditory",0,0,7,7,TRUE,784317,794941,"Ga0 Tu0 Ta7 {*7* 2 3} Ch7",796326,1,"Director",1,"T1",786910,789500,2590,"Acoustic",786910,789500,2590,"X","Auditory D15 0 0","multi","D15 1","Auditory 7","Auditory multi D15 786910 789500",8031,0.5418410041841,NA,NA,0.5418410041841,0.5418410041841,NA
991,"D15_TT_Coded.eaf","D15","Auditory",0,1,1,1,TRUE,796326,805581,"Ga0 Tu1 Ta1 {6 4 *1*} Ch1",806251,2,"Director",1,"T1",799090,801200,2110,"Acoustic",799090,801200,2110,"X","Auditory D15 0 1","multi","D15 2","Auditory 1","Auditory multi D15 799090 801200",6491,1,NA,NA,1,1,NA
992,"D15_TT_Coded.eaf","D15","Auditory",0,2,3,3,TRUE,806251,821603,"Ga0 Tu2 Ta3 {4 5 *3*} Ch3",823708,1,"Director",1,"T1",816610,821100,4490,"Acoustic",816610,817900,1290,"X","Auditory D15 0 2","multi","D15 1","Auditory 3","Auditory multi D15 816610 821100",4993,0.441428571428571,NA,NA,0.441428571428571,0.441428571428571,NA
995,"D15_TT_Coded.eaf","D15","Auditory",0,3,8,8,TRUE,823708,830981,"Ga0 Tu3 Ta8 {5 *8* 3} Ch8",833074,2,"Director",1,"T1",826990,829200,2210,"Acoustic",826990,829200,2210,"X","Auditory D15 0 3","multi","D15 2","Auditory 8","Auditory multi D15 826990 829200",3991,0.5,NA,NA,0.5,0.5,NA
997,"D15_TT_Coded.eaf","D15","Auditory",0,4,5,5,TRUE,833074,847442,"Ga0 Tu4 Ta5 {7 *5* 6} Ch5",848131,1,"Director",1,"T1",840180,841400,1220,"Acoustic",840180,841400,1220,"X","Auditory D15 0 4","multi","D15 1","Auditory 5","Auditory multi D15 840180 841400",7262,0.5,NA,NA,0.5,0.5,NA
999,"D15_TT_Coded.eaf","D15","Auditory",0,5,4,4,TRUE,848131,860291,"Ga0 Tu5 Ta4 {*4* 7 1} Ch4",860833,2,"Director",1,"T1",855900,856710,810,"Acoustic",855900,856710,810,"X","Auditory D15 0 5","multi","D15 2","Auditory 4","Auditory multi D15 855900 856710",4391,1,NA,NA,1,1,NA
1000,"D15_TT_Coded.eaf","D15","Auditory",0,6,6,6,TRUE,860833,874281,"Ga0 Tu6 Ta6 {2 *6* 8} Ch6",875001,1,"Director",1,"T1",868000,871200,3200,"Acoustic",868000,871200,3200,"X","Auditory D15 0 6","multi","D15 1","Auditory 6","Auditory multi D15 868000 871200",6281,0.5,NA,NA,0.5,0.5,NA
1002,"D15_TT_Coded.eaf","D15","Auditory",0,7,2,2,TRUE,875001,893969,"Ga0 Tu7 Ta2 {*2* 1 4} Ch2",895385,2,"Director",1,"T1",883290,885410,2120,"Acoustic",883290,885410,2120,"X","Auditory D15 0 7","multi","D15 2","Auditory 2","Auditory multi D15 883290 885410",10679,0.5,NA,NA,0.5,0.5,NA
1004,"D15_TT_Coded.eaf","D15","Auditory",0,8,1,1,TRUE,895385,903744,"Ga0 Tu8 Ta1 {*1* 7 2} Ch1",904945,1,"Director",1,"T1",898295,899905,1610,"Acoustic",898295,899905,1610,"X","Auditory D15 0 8","multi","D15 1","Auditory 1","Auditory multi D15 898295 899905",5449,1,NA,NA,1,1,NA
1005,"D15_TT_Coded.eaf","D15","Auditory",0,9,5,5,TRUE,904945,917168,"Ga0 Tu9 Ta5 {2 3 *5*} Ch5",917895,2,"Director",1,"T1",907600,908400,800,"Acoustic",907600,908400,800,"X","Auditory D15 0 9","multi","D15 2","Auditory 5","Auditory multi D15 907600 908400",9568,1,0,1,1,1,0
1008,"D15_TT_Coded.eaf","D15","Auditory",0,10,2,2,TRUE,917895,929712,"Ga0 Tu10 Ta2 {5 1 *2*} Ch2",928759,1,"Director",1,"T1",924600,926810,2210,"Acoustic",924600,926810,2210,"X","Auditory D15 0 10","multi","D15 1","Auditory 2","Auditory multi D15 924600 926810",5112,0.536407766990291,NA,NA,0.536407766990291,0.536407766990291,NA
1010,"D15_TT_Coded.eaf","D15","Auditory",0,11,3,3,TRUE,928759,951502,"Ga0 Tu11 Ta3 {8 *3* 4} Ch3",951926,2,"Director",1,"T1",943100,946010,2910,"Acoustic",943100,946010,2910,"X","Auditory D15 0 11","multi","D15 2","Auditory 3","Auditory multi D15 943100 946010",8402,1,NA,NA,1,1,NA
1011,"D15_TT_Coded.eaf","D15","Auditory",0,12,8,8,TRUE,951926,957606,"Ga0 Tu12 Ta8 {1 *8* 6} Ch8",958558,1,"Director",1,"T1",954010,954015,5,"Acoustic",954010,954015,5,"X","Auditory D15 0 12","multi","D15 1","Auditory 8","Auditory multi D15 954010 954015",3596,1,NA,NA,1,1,NA
1015,"D15_TT_Coded.eaf","D15","Auditory",0,13,6,6,TRUE,958558,969381,"Ga0 Tu13 Ta6 {*6* 7 8} Ch6",971973,2,"Director",1,"T1",962400,964700,2300,"Acoustic",962400,964700,2300,"X","Auditory D15 0 13","multi","D15 2","Auditory 6","Auditory multi D15 962400 964700",6981,0.5,NA,NA,0.5,0.5,NA
1017,"D15_TT_Coded.eaf","D15","Auditory",0,14,4,4,TRUE,971973,980789,"Ga0 Tu14 Ta4 {6 5 *4*} Ch4",982469,1,"Director",1,"T1",973300,973310,10,"Visual",973300,974310,1010,"X","Auditory D15 0 14","multi","D15 1","Auditory 4","Auditory multi D15 973300 973310",7489,0.0632530120481928,NA,NA,0.0632530120481928,0.0632530120481928,NA
1021,"D15_TT_Coded.eaf","D15","Auditory",0,15,7,7,TRUE,982469,992908,"Ga0 Tu15 Ta7 {8 *7* 3} Ch7",997260,2,"Director",1,"T1",987000,989000,2000,"Acoustic",987000,989000,2000,"X","Auditory D15 0 15","multi","D15 2","Auditory 7","Auditory multi D15 987000 989000",5908,0.571428571428571,NA,NA,0.571428571428571,0.571428571428571,NA
1023,"D15_TT_Coded.eaf","D15","Auditory",1,0,8,8,TRUE,997260,1005500,"Ga1 Tu0 Ta8 {1 *8* 6} Ch8",1006156,1,"Director",1,"T1",1001870,1003010,1140,"Acoustic",1001870,1003010,1140,"X","Auditory D15 1 0","multi","D15 1","Auditory 8","Auditory multi D15 1001870 1003010",3630,1,NA,NA,1,1,NA
1024,"D15_TT_Coded.eaf","D15","Auditory",1,1,6,6,TRUE,1006156,1014268,"Ga1 Tu1 Ta6 {*6* 7 8} Ch6",1016428,2,"Director",1,"T1",1010020,1012510,2490,"Acoustic",1010020,1012510,2490,"X","Auditory D15 1 1","multi","D15 2","Auditory 6","Auditory multi D15 1010020 1012510",4248,0.5,NA,NA,0.5,0.5,NA
1026,"D15_TT_Coded.eaf","D15","Auditory",1,2,5,5,TRUE,1016428,1022939,"Ga1 Tu2 Ta5 {7 *5* 6} Ch5",1024163,1,"Director",1,"T1",1018210,1018690,480,"Acoustic",1018210,1018690,480,"X","Auditory D15 1 2","multi","D15 1","Auditory 5","Auditory multi D15 1018210 1018690",4729,1,NA,NA,1,1,NA
1027,"D15_TT_Coded.eaf","D15","Auditory",1,3,4,4,TRUE,1024163,1029219,"Ga1 Tu3 Ta4 {*4* 7 1} Ch4",1030219,2,"Director",1,"T1",1024980,1025490,510,"Acoustic",1024980,1025490,510,"X","Auditory D15 1 3","multi","D15 2","Auditory 4","Auditory multi D15 1024980 1025490",4239,1,NA,NA,1,1,NA
1028,"D15_TT_Coded.eaf","D15","Auditory",1,4,2,2,TRUE,1030219,1039051,"Ga1 Tu4 Ta2 {5 1 *2*} Ch2",1041098,1,"Director",1,"T1",1032700,1034400,1700,"Acoustic",1032700,1034400,1700,"X","Auditory D15 1 4","multi","D15 1","Auditory 2","Auditory multi D15 1032700 1034400",6351,0.5,NA,NA,0.5,0.5,NA
1030,"D15_TT_Coded.eaf","D15","Auditory",1,5,3,3,TRUE,1041098,1056394,"Ga1 Tu5 Ta3 {8 *3* 4} Ch3",1057282,2,"Director",1,"T1",1048800,1051710,2910,"Acoustic",1048800,1051710,2910,"X","Auditory D15 1 5","multi","D15 2","Auditory 3","Auditory multi D15 1048800 1051710",7594,1,NA,NA,1,1,NA
1031,"D15_TT_Coded.eaf","D15","Auditory",1,6,6,6,TRUE,1057282,1066985,"Ga1 Tu6 Ta6 {2 *6* 8} Ch6",1067785,1,"Director",1,"T1",1061710,1063700,1990,"Acoustic",1061710,1063700,1990,"X","Auditory D15 1 6","multi","D15 1","Auditory 6","Auditory multi D15 1061710 1063700",5275,0.5,NA,NA,0.5,0.5,NA
1033,"D15_TT_Coded.eaf","D15","Auditory",1,7,2,2,TRUE,1067785,1079321,"Ga1 Tu7 Ta2 {*2* 1 4} Ch2",1079865,2,"Director",1,"T1",1074715,1076805,2090,"Acoustic",1074715,1076805,2090,"X","Auditory D15 1 7","multi","D15 2","Auditory 2","Auditory multi D15 1074715 1076805",4606,0.523809523809524,NA,NA,0.523809523809524,0.523809523809524,NA
1035,"D15_TT_Coded.eaf","D15","Auditory",1,8,4,5,FALSE,1079865,1087193,"Ga1 Tu8 Ta4 {6 *5* 4} Ch5",1087840,1,"Director",1,"T1",1081210,1082000,790,"Visual",1081210,1082000,790,"X","Auditory D15 1 8","multi","D15 1","Auditory 4","Auditory multi D15 1081210 1082000",5983,0.193877551020408,NA,NA,0.193877551020408,0.193877551020408,NA
1037,"D15_TT_Coded.eaf","D15","Auditory",1,9,7,7,TRUE,1087840,1098088,"Ga1 Tu9 Ta7 {8 *7* 3} Ch7",1098849,2,"Director",1,"T1",1092790,1094900,2110,"Acoustic",1092790,1094900,2110,"X","Auditory D15 1 9","multi","D15 2","Auditory 7","Auditory multi D15 1092790 1094900",5298,0.87551867219917,NA,NA,0.87551867219917,0.87551867219917,NA
1039,"D15_TT_Coded.eaf","D15","Auditory",1,10,3,3,TRUE,1098849,1106912,"Ga1 Tu10 Ta3 {4 5 *3*} Ch3",1107519,1,"Director",1,"T1",1102200,1104200,2000,"Acoustic",1102200,1104200,2000,"X","Auditory D15 1 10","multi","D15 1","Auditory 3","Auditory multi D15 1102200 1104200",4712,0.5,NA,NA,0.5,0.5,NA
1041,"D15_TT_Coded.eaf","D15","Auditory",1,11,8,8,TRUE,1107519,1114263,"Ga1 Tu11 Ta8 {5 *8* 3} Ch8",1114759,2,"Director",1,"T1",1111300,1113300,2000,"Acoustic",1111300,1113300,2000,"X","Auditory D15 1 11","multi","D15 2","Auditory 8","Auditory multi D15 1111300 1113300",2963,0.557103064066852,NA,NA,0.557103064066852,0.557103064066852,NA
1043,"D15_TT_Coded.eaf","D15","Auditory",1,12,1,1,TRUE,1114759,1120912,"Ga1 Tu12 Ta1 {*1* 7 2} Ch1",1124327,1,"Director",1,"T1",1116900,1120400,3500,"Visual",1116895,1117315,420,"X","Auditory D15 1 12","multi","D15 1","Auditory 1","Auditory multi D15 1116900 1120400",4012,0.494780793319415,NA,NA,0.494780793319415,0.494780793319415,NA
1047,"D15_TT_Coded.eaf","D15","Auditory",1,13,5,5,TRUE,1124327,1128343,"Ga1 Tu13 Ta5 {2 3 *5*} Ch5",1129279,2,"Director",1,"T1",1123905,1124505,600,"Acoustic",1123905,1124505,600,"X","Auditory D15 1 13","multi","D15 2","Auditory 5","Auditory multi D15 1123905 1124505",4438,1,NA,NA,1,1,NA
1048,"D15_TT_Coded.eaf","D15","Auditory",1,14,7,7,TRUE,1129279,1136999,"Ga1 Tu14 Ta7 {*7* 2 3} Ch7",1138030,1,"Director",1,"T1",1131005,1133315,2310,"Acoustic",1131005,1133315,2310,"X","Auditory D15 1 14","multi","D15 1","Auditory 7","Auditory multi D15 1131005 1133315",5994,0.5,NA,NA,0.5,0.5,NA
1050,"D15_TT_Coded.eaf","D15","Auditory",1,15,1,1,TRUE,1138030,1145446,"Ga1 Tu15 Ta1 {6 4 *1*} Ch1",1149126,2,"Director",1,"T1",1142300,1144400,2100,"Visual",1142300,1144400,2100,"X","Auditory D15 1 15","multi","D15 2","Auditory 1","Auditory multi D15 1142300 1144400",3146,0.476309226932668,NA,NA,0.476309226932668,0.476309226932668,NA
1052,"D15_TT_Coded.eaf","D15","Auditory",2,0,3,3,TRUE,1149126,1154750,"Ga2 Tu0 Ta3 {4 5 *3*} Ch3",1155973,1,"Director",1,"T1",1150520,1152600,2080,"Acoustic",1150520,1152600,2080,"X","Auditory D15 2 0","multi","D15 1","Auditory 3","Auditory multi D15 1150520 1152600",4230,0.5,NA,NA,0.5,0.5,NA
1054,"D15_TT_Coded.eaf","D15","Auditory",2,1,8,8,TRUE,1155973,1161901,"Ga2 Tu1 Ta8 {5 *8* 3} Ch8",1163014,2,"Director",1,"T1",1159310,1160600,1290,"Acoustic",1159310,1160600,1290,"X","Auditory D15 2 1","multi","D15 2","Auditory 8","Auditory multi D15 1159310 1160600",2591,0.5,NA,NA,0.5,0.5,NA
1056,"D15_TT_Coded.eaf","D15","Auditory",2,2,4,4,TRUE,1163014,1170774,"Ga2 Tu2 Ta4 {6 5 *4*} Ch4",1171461,1,"Director",1,"T1",1164010,1165100,1090,"Visual",1164010,1165100,1090,"X","Auditory D15 2 2","multi","D15 1","Auditory 4","Auditory multi D15 1164010 1165100",6764,0.263513513513513,NA,NA,0.263513513513513,0.263513513513513,NA
1058,"D15_TT_Coded.eaf","D15","Auditory",2,3,7,7,TRUE,1171461,1180124,"Ga2 Tu3 Ta7 {8 *7* 3} Ch7",1181005,2,"Director",1,"T1",1176290,1178800,2510,"Acoustic",1176290,1178800,2510,"X","Auditory D15 2 3","multi","D15 2","Auditory 7","Auditory multi D15 1176290 1178800",3834,0.6275,NA,NA,0.6275,0.6275,NA
1060,"D15_TT_Coded.eaf","D15","Auditory",2,4,6,6,TRUE,1181005,1188661,"Ga2 Tu4 Ta6 {2 *6* 8} Ch6",1189452,1,"Director",1,"T1",1183100,1185200,2100,"Acoustic",1183100,1185200,2100,"X","Auditory D15 2 4","multi","D15 1","Auditory 6","Auditory multi D15 1183100 1185200",5561,0.5,NA,NA,0.5,0.5,NA
1062,"D15_TT_Coded.eaf","D15","Auditory",2,5,2,2,TRUE,1189452,1199347,"Ga2 Tu5 Ta2 {*2* 1 4} Ch2",1199948,2,"Director",1,"T1",1195800,1197400,1600,"Acoustic",1195800,1197400,1600,"X","Auditory D15 2 5","multi","D15 2","Auditory 2","Auditory multi D15 1195800 1197400",3547,0.594795539033457,NA,NA,0.594795539033457,0.594795539033457,NA
1064,"D15_TT_Coded.eaf","D15","Auditory",2,6,8,8,TRUE,1199948,1204948,"Ga2 Tu6 Ta8 {1 *8* 6} Ch8",1205595,1,"Director",1,"T1",1201015,1202105,1090,"Acoustic",1201015,1202105,1090,"X","Auditory D15 2 6","multi","D15 1","Auditory 8","Auditory multi D15 1201015 1202105",3933,1,NA,NA,1,1,NA
1065,"D15_TT_Coded.eaf","D15","Auditory",2,7,3,3,TRUE,1205595,1218699,"Ga2 Tu7 Ta3 {8 *3* 4} Ch3",1220011,2,"Director",1,"T1",1214200,1216700,2500,"Acoustic",1214200,1216700,2500,"X","Auditory D15 2 7","multi","D15 2","Auditory 3","Auditory multi D15 1214200 1216700",4499,0.533049040511727,NA,NA,0.533049040511727,0.533049040511727,NA
1067,"D15_TT_Coded.eaf","D15","Auditory",2,8,2,2,TRUE,1220011,1224411,"Ga2 Tu8 Ta2 {5 1 *2*} Ch2",1225003,1,"Director",1,"T1",1220315,1221615,1300,"Acoustic",1220315,1221615,1300,"X","Auditory D15 2 8","multi","D15 1","Auditory 2","Auditory multi D15 1220315 1221615",4096,0.5,NA,NA,0.5,0.5,NA
1069,"D15_TT_Coded.eaf","D15","Auditory",2,9,6,6,TRUE,1225003,1233482,"Ga2 Tu9 Ta6 {*6* 7 8} Ch6",1233771,2,"Director",1,"T1",1229290,1231510,2220,"Acoustic",1229290,1231510,2220,"X","Auditory D15 2 9","multi","D15 2","Auditory 6","Auditory multi D15 1229290 1231510",4192,0.5,NA,NA,0.5,0.5,NA
1071,"D15_TT_Coded.eaf","D15","Auditory",2,10,5,5,TRUE,1233771,1241722,"Ga2 Tu10 Ta5 {7 *5* 6} Ch5",1242378,1,"Director",1,"T1",1236145,1236695,550,"Acoustic",1236145,1236695,550,"X","Auditory D15 2 10","multi","D15 1","Auditory 5","Auditory multi D15 1236145 1236695",5577,1,NA,NA,1,1,NA
1072,"D15_TT_Coded.eaf","D15","Auditory",2,11,4,4,TRUE,1242378,1248377,"Ga2 Tu11 Ta4 {*4* 7 1} Ch4",1248641,2,"Director",1,"T1",1244690,1245300,610,"Acoustic",1244690,1245300,610,"X","Auditory D15 2 11","multi","D15 2","Auditory 4","Auditory multi D15 1244690 1245300",3687,1,NA,NA,1,1,NA
1073,"D15_TT_Coded.eaf","D15","Auditory",2,12,1,1,TRUE,1248641,1254130,"Ga2 Tu12 Ta1 {*1* 7 2} Ch1",1255345,1,"Director",1,"T1",1251800,1253500,1700,"Acoustic",1251800,1253500,1700,"X","Auditory D15 2 12","multi","D15 1","Auditory 1","Auditory multi D15 1251800 1253500",2330,0.5,NA,NA,0.5,0.5,NA
1075,"D15_TT_Coded.eaf","D15","Auditory",2,13,5,5,TRUE,1255345,1258457,"Ga2 Tu13 Ta5 {2 3 *5*} Ch5",1258681,2,"Director",1,"T1",1255695,1256015,320,"Acoustic",1255695,1256015,320,"X","Auditory D15 2 13","multi","D15 2","Auditory 5","Auditory multi D15 1255695 1256015",2762,1,NA,NA,1,1,NA
1076,"D15_TT_Coded.eaf","D15","Auditory",2,14,7,3,FALSE,1258681,1269041,"Ga2 Tu14 Ta7 {7 2 *3*} Ch3",1269841,1,"Director",1,"T1",1263290,1265500,2210,"Acoustic",1263290,1265500,2210,"X","Auditory D15 2 14","multi","D15 1","Auditory 7","Auditory multi D15 1263290 1265500",5751,0.565217391304348,NA,NA,0.565217391304348,0.565217391304348,NA
1078,"D15_TT_Coded.eaf","D15","Auditory",2,15,1,1,TRUE,1269841,1275729,"Ga2 Tu15 Ta1 {6 4 *1*} Ch1",1279184,2,"Director",1,"T1",1271990,1274410,2420,"Visual",1271990,1274410,2420,"X","Auditory D15 2 15","multi","D15 2","Auditory 1","Auditory multi D15 1271990 1274410",3739,0.42654028436019,NA,NA,0.42654028436019,0.42654028436019,NA
1080,"D15_TT_Coded.eaf","D15","Auditory",3,0,2,2,TRUE,1279184,1283176,"Ga3 Tu0 Ta2 {5 1 *2*} Ch2",1283432,1,"Director",1,"T1",1279405,1280621,1216,"Visual",1279405,1280621,1216,"X","Auditory D15 3 0","multi","D15 1","Auditory 2","Auditory multi D15 1279405 1280621",3771,0.391695847923962,NA,NA,0.391695847923962,0.391695847923962,NA
1082,"D15_TT_Coded.eaf","D15","Auditory",3,1,3,3,TRUE,1283432,1294519,"Ga3 Tu1 Ta3 {8 *3* 4} Ch3",1295272,2,"Director",1,"T1",1290229,1293620,3391,"Acoustic",1290229,1293620,3391,"X","Auditory D15 3 1","multi","D15 2","Auditory 3","Auditory multi D15 1290229 1293620",4290,0.5,NA,NA,0.5,0.5,NA
1084,"D15_TT_Coded.eaf","D15","Auditory",3,2,7,7,TRUE,1295272,1302879,"Ga3 Tu2 Ta7 {*7* 2 3} Ch7",1303327,1,"Director",1,"T1",1297040,1299026,1986,"Acoustic",1297040,1299026,1986,"X","Auditory D15 3 2","multi","D15 1","Auditory 7","Auditory multi D15 1297040 1299026",5839,0.5,NA,NA,0.5,0.5,NA
